,text,favourite_count,retweet_count,created_at
135,"El #Paraguay puso en duda identidad del copiloto del avión #venezolano-#iraní: “No son instructores ni se dedican a transportar juguetes”..confirmaran vínculos del piloto de la aeronave retenida en #Argentina con grupos terroristas, alertó sobre el resto.. https://t.co/rMqnuO1F3F",13,19,2022-06-20 21:02:08
136,"Te ves manejando esta Starex?  😎 

Lo mejor para viajes  🤩 

#telotraigopy #premium #viajes #paraguay https://t.co/4v5dJcvai1",2,2,2022-06-20 21:00:26
137,"#FeriaDeEmpleo2022 📢 
Encontrá tu oportunidad en la FERIA VIRTUAL

1. Agente De Atención Al Cliente
2. Auxiliar De Reparto
3. Chofer
4. Vendedor Minorista

Postulate en : https://t.co/l5yF5ZY9Z8

#empleo
#paraguay
#trabajosihay https://t.co/4Sho07VFPG",0,0,2022-06-20 21:00:00
138,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/cKtiV2sx4e",0,0,2022-06-20 20:59:20
139,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/bNjtuk1Uog",0,0,2022-06-20 20:58:38
140,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:57:30
141,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/eUsgWbEVSn",0,0,2022-06-20 20:56:53
142,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/NYwTrFY99A",0,0,2022-06-20 20:56:06
143,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:55:06
144,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/D0ybErYwKN",0,0,2022-06-20 20:54:59
145,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/azNTx35DAg",0,0,2022-06-20 20:53:50
146,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/Vx7muvG8Fd",0,0,2022-06-20 20:53:25
147,"RT @ferrere: #PARAGUAY Durante mayo, el Poder Ejecutivo dictó tres decretos vinculados al área tributaria.

Conocé todas las novedades, de…",0,2,2022-06-20 20:53:05
148,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:52:59
149,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/3hPuZd9IrX",0,0,2022-06-20 20:52:48
150,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/aRLDpKt9Ik",0,0,2022-06-20 20:52:18
151,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/i4GcXIIwl0",0,0,2022-06-20 20:50:58
152,"Hair Paraguay, canal de Fotos, informaciones, novedades y promociones Locales para el Tratamiento Capilar en Paraguay!!!
.
.

#hairparaguay #cabellos #saludcapilar #hairnews #paraguay #bellezacapilar https://t.co/4RfJNFTIOD",0,0,2022-06-20 20:49:40
153,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:47:57
154,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:47:43
155,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:47:29
156,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:46:58
157,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:43:40
158,Hola! tambien estoy en Telegram. https://t.co/RH44hdAdND #Cotizaciones #Paraguay #bot https://t.co/U5WmH0esIx,0,0,2022-06-20 20:42:02
159,"#FeriaDeEmpleo2022 📢 
Encontrá tu oportunidad en la FERIA VIRTUAL
1. Operador De Cobranzas Con Experiencia Senior
2. Operador De Cobranzas Junior

Postulate en : https://t.co/l5yF5ZY9Z8

#empleo
#paraguay
#TrabajoSiHay https://t.co/FvZrYnevDd",0,0,2022-06-20 20:40:00
160,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:38:12
161,"RT @ChayLisaPY: Esperando ansiosas... #Paraguay
@pionerodj
@chayNHIpy 🇵🇾
@CHAYANNEMUSIC 🧡🧡🧡🧡 https://t.co/LeIJ14Dfns",0,1,2022-06-20 20:37:31
162,"Se viene la segunda edición de este importante estudio sectorial al cual se suma #Paraguay 🇵🇾 a través del VM #MIPYMES @MIC_PY 

#IPPALC 

#OCDE #CAF #SELA https://t.co/EcF0C7y0U1",0,0,2022-06-20 20:37:00
163,"NOTICIAS DEL FÚTBOL FEMENINO PARAGUAYO 2022 
Esfuerzo y victoria. Encuentro parejo, pero las Decanas tomaron la iniciativa y llegaron al gol y a la victoria. Lo destacable: tras 20 años, Irma Cuevas vuelve a ponerse, la casaca tricolor.

#SirenasDelGol #FutFemPyo #Paraguay https://t.co/LBeJHCOlfu",0,0,2022-06-20 20:36:16
164,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:34:39
165,"RT @ChayLisaPY: Esperando ansiosas... #Paraguay
@chayNHIpy 🇵🇾
@CHAYANNEMUSIC 🧡🧡🧡🧡 https://t.co/LeIJ14Dfns",0,1,2022-06-20 20:34:02
166,"#Centralobrera y #transporte de #Paraguay se #movilizará dos días por #precio de la #Gasolina 

https://t.co/FRKMYS9ths https://t.co/iveGnO1RKf",0,0,2022-06-20 20:33:42
167,Hola! tambien estoy en facebook. https://t.co/aeKHdxvra0 #Cotizaciones #Paraguay #bot https://t.co/3aHUSMBtaf,0,0,2022-06-20 20:32:02
168,"Ante los anuncios de llevar adelante el corredor bioceánico sin #Bolivia, el ministro de Obras Públicas, Servicios y Vivienda, afirmó que no fueron excluidos, y que el 27 de junio sostendrá una reunión con #Perú, #Brasil, #Paraguay y #Uruguay. Ver más en https://t.co/ZVb5HlOMgF",0,0,2022-06-20 20:30:00
169,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:29:45
170,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:27:37
171,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:26:25
172,"El Ministerio de Justicia de #Paraguay🇵🇾, informó sobre el asesinato del exdirector de la penitenciaría nacional de Tacumbú, en Asunción, Óscar Daniel González Olmedo https://t.co/YYCkUKcumw",0,0,2022-06-20 20:26:15
173,#ITsellerParaguay Avaya OneCloud Experience Platform reinventa el aprendizaje en América https://t.co/mWsbch0ZWA #Distribucion #Mayorista #CanalIT #Paraguay @ITsellerNews,0,0,2022-06-20 20:25:47
174,"#ITsellerParaguay Ponga a prueba sus equipos, no sólo su plan de recuperación de desastres (RD) https://t.co/ikMg5yvZkI #Distribucion #Mayorista #CanalIT #Paraguay @ITsellerNews",0,0,2022-06-20 20:25:46
175,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:23:38
176,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:22:42
177,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:22:41
178,"#FeriaDeEmpleo2022 📢 
Encontrá tu oportunidad en la FERIA VIRTUAL

1. Jefe De Planificación De Producción Industrial
2. Limpieza
3. Operarios De Planta Industrial
4. Recepcionista

Postulate en : https://t.co/l5yF60fLnI

#empleo
#paraguay
#trabajosihay https://t.co/B8SOr4omnA",0,0,2022-06-20 20:20:00
179,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:17:54
180,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:17:38
181,"#ATENCIÓN Resultados de la Quiniela.
Sorteo Vespertino, 20 de Junio del 2022.
1 - 466
2 - 053
3 - 432
4 - 822
5 - 727
6 - 465
7 - 294
8 - 743
9 - 549
10 - 053
11 - 723
12 - 767
13 - 143
14 - 911

#Quiniela #Paraguay #Sorteo #Vespertino https://t.co/5UmoB8FhTn",0,0,2022-06-20 20:16:50
182,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:11:24
183,RT @AniSisul: Muchas veces hacemos #turismointerno y generamos residuos q podrían ser reciclados ♻️ pero en esa ciudad no hay puntos de rec…,0,4,2022-06-20 20:10:02
184,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:09:17
185,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 20:03:32
186,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:03:00
187,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:00:31
188,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 20:00:22
189,"El Gobierno Nacional le dio la espalda a un ciudadano que murió por no tener el dinero para ser operado.
...
#Polémica #Salud #Paraguay #Actualidad #NOVAParguay 
https://t.co/XiWGoL4drR",0,0,2022-06-20 19:59:58
190,"RT @ferrere: #PARAGUAY Durante mayo, el Poder Ejecutivo dictó tres decretos vinculados al área tributaria.

Conocé todas las novedades, de…",0,2,2022-06-20 19:58:16
191,"RT @esperanza_py: Somos la experiencia de Concertación más exitosa del #Paraguay: @FrenteGuasuPY. Nos une lo que queremos, nuestra línea po…",0,9,2022-06-20 19:56:28
192,"RT @esperanza_py: Felicitaciones al pueblo de 🇨🇴Colombia, por la lección democrática, por su lucha, por su voluntad de cambio y su solidari…",0,76,2022-06-20 19:55:22
193,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:54:22
194,RT @mreparaguay: #Paraguay ratificó en Viena su compromiso en la lucha contra la Utilización de las Tecnologías de la Información y las Com…,0,2,2022-06-20 19:50:16
195,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 19:47:35
196,"En la UPA, traemos Alemania a nuestros estudiantes a
través de actividades culturales y académicas. 🇩🇪🇵🇾

UPA. Para los que aspiran a más!

Para más información escribínos al +595 994
491 671 📲

#UniversidadParaguayoAlemana #Paraguay
#Alemania https://t.co/BuSvm1q8fp",3,1,2022-06-20 19:46:28
197,@Ricardo_Arjona Cada vez falta menos para vivir esa magia también por #Paraguay ya estamos listos #ArjonaParaguayFc,0,0,2022-06-20 19:45:21
198,"#PARAGUAY Durante mayo, el Poder Ejecutivo dictó tres decretos vinculados al área tributaria.

Conocé todas las novedades, de la mano del equipo de Impuestos de FERRERE: https://t.co/q7WdhWGoMj

@ER_Banuelos - @FBenavente16

#novedades #impuestos #tributos #ejecutivo https://t.co/sV8c68Yea0",3,2,2022-06-20 19:45:18
199,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:43:52
200,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:43:24
201,"RT @madeleintlSUR: De esto no quedó ni polvo cósmico, del llamado “Grupo de Lima” creado por #EEUU como una coalición geopolítica regional…",0,110,2022-06-20 19:43:20
202,"RT @NAagencia: Avión venezolano: en #Paraguay dudan de la identidad del piloto.
https://t.co/OBl3itHY3H",0,1,2022-06-20 19:42:48
203,Hola! tambien estoy en Telegram. https://t.co/RH44hdAdND #Cotizaciones #Paraguay #bot https://t.co/xmToSz4DYM,0,0,2022-06-20 19:42:02
204,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:41:42
205,RT @dgosess: #Paraguay #Argentina… Que diferencia entre uno y otro Jefe de la Inteligencia…,0,1,2022-06-20 19:40:43
206,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:39:19
207,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:39:09
208,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:38:39
209,"RT @ElConejoTv: 📺🎤  [ⓉⒶⓁⒺⓃⓉⓄⓈ ] 🎁

🔸️ Como todos los sábados abrazamos la alegría de nuestros participantes.

#ElConejopy 🚀 #Premios #Regal…",0,1,2022-06-20 19:38:01
210,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:38:01
211,RT @ElConejoTv: ¡Buen día a todo el mundo! 🌞 ¿Que paso anoche? Una edición + del culto a la tv. 📺 🧡 GRACIAS infinitas a todos x estar del o…,0,3,2022-06-20 19:37:56
212,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:37:56
213,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:35:19
214,#Paraguay #Argentina… Que diferencia entre uno y otro Jefe de la Inteligencia…,2,1,2022-06-20 19:34:52
215,"#uruguay #paraguay #panama #monterrey #cdmxoficial #guadalajara #mexicali  #ensenada #tecate Introducción/Entendiendo el Conteo Cíclico/Técnicas de Conteo/Herramientas/Tecnologías 4.0/Acciones Posteriores al conteo
Incluye:Constancia/Material/Evaluación
contacto@chainsolutions.mx",0,0,2022-06-20 19:33:00
216,Hola! tambien estoy en facebook. https://t.co/aeKHdxvra0 #Cotizaciones #Paraguay #bot https://t.co/qCiSaP9CtM,0,0,2022-06-20 19:32:01
217,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:31:50
218,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 19:31:43
219,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:29:51
220,"DNCP en el mundo🌍| El Director Nacional @pabloseitz  participó recientemente de un evento internacional sobre la prevención de la corrupción a través de la contratación abierta, comentando detalles sobre las buenas prácticas implementadas desde #Paraguay

#CruzandoFronteras https://t.co/AHmwrgzojf",3,0,2022-06-20 19:28:12
221,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:25:10
222,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 19:24:43
223,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:23:07
224,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:21:58
225,RT @sagaxvenezuela: @OrlvndoA @AMS_777 #Brasil será roja de nuevo con #LuLADRAO .Después le va a tocar a #Paraguay y #Uruguay.  No hay para…,0,2,2022-06-20 19:21:15
226,"RT @teleSURtv: El sector de camioneros de #Paraguay🇵🇾, reactivaron este lunes sus movilizaciones para intentar conseguir una solución frent…",0,11,2022-06-20 19:19:18
227,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:18:12
228,"RT @Senatur_Py: 🙌🌐💻📲🇵🇾‼️FALTAN 2️⃣ DÍAS
¿Ya te inscribiste al Seminario Internacional de #Turismo en #Paraguay? 

📆 miércoles 22 de junio
🕔…",0,6,2022-06-20 19:16:14
229,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:13:38
230,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:13:27
231,"RT @madeleintlSUR: De esto no quedó ni polvo cósmico, del llamado “Grupo de Lima” creado por #EEUU como una coalición geopolítica regional…",0,110,2022-06-20 19:11:52
232,"RT @madeleintlSUR: De esto no quedó ni polvo cósmico, del llamado “Grupo de Lima” creado por #EEUU como una coalición geopolítica regional…",0,110,2022-06-20 19:11:25
233,Colombia: Condenado a 23 años de presidio venezolano que participó en asesinato del fiscal paraguayo Marcelo Pecci - https://t.co/NWALMBVPGF #Internacionales #Asesinato #Cartagena #ClaudiaAguilera #Colombia #GabrielCarlosLuisSalinasMendoza #MarceloPecci #Paraguay,0,0,2022-06-20 19:09:22
234,"RT @asiet_lat: Conoce los avances, retos y desafíos del mercado de telecomunicaciones en #Paraguay 🇵🇾, según @vallesesante, Presidente de @…",0,1,2022-06-20 19:09:18
235,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 19:05:11
236,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 19:00:52
237,"RT @AprilisServices: #Pronostico de #lluvia a 10 dias
20/6/2022 al 29/6/2022
 #Argentina #Brasil #Uruguay #Paraguay #Rain #Forecast https:/…",0,1,2022-06-20 19:00:13
238,"RT @23_canal: 🛑 “El regreso a casa se torna lento” 
#AHORA | Volver a la #Argentina desde #Paraguay demora varias horas nuevamente. 

#adua…",0,5,2022-06-20 19:00:09
239,"RT @pulsoguayaco: ¿Cómo reclamar a las aerolíneas cuando se pierde equipaje y hay daños en maletas?

https://t.co/46Lgf7s14I 

#Brasil #Col…",0,2,2022-06-20 19:00:03
240,"¿Cómo reclamar a las aerolíneas cuando se pierde equipaje y hay daños en maletas?

https://t.co/46Lgf7s14I 

#Brasil #Colombia #Ecuador #Perú #Bolivia #Chile #Uruguay #Paraguay #Argentina #México #usa #ElSalvador  #Panamá #CostaRica #Honduras #Quito #Cuenca #Guayaquil #Manta https://t.co/BLhHcNF2DW",0,2,2022-06-20 19:00:00
241,"RT @23_canal: 🛑 “El regreso a casa se torna lento” 
#AHORA | Volver a la #Argentina desde #Paraguay demora varias horas nuevamente. 

#adua…",0,5,2022-06-20 18:57:31
242,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 18:56:52
243,"RT @23_canal: 🛑 “El regreso a casa se torna lento” 
#AHORA | Volver a la #Argentina desde #Paraguay demora varias horas nuevamente. 

#adua…",0,5,2022-06-20 18:56:17
244,"RT @23_canal: 🛑 “El regreso a casa se torna lento” 
#AHORA | Volver a la #Argentina desde #Paraguay demora varias horas nuevamente. 

#adua…",0,5,2022-06-20 18:55:28
245,"#Israel y toda su turba de periodistas que le encanta la sin polera, ¿informan como se desarrolla la política interna de los amigos israelíes? @lanacionmas  @clarincom @infobae @A24COM saben cómo es el gobierno parlamentario? Ahora para hablar x el #Mossad vía #Eeuu #paraguay 👌 https://t.co/mBJ9EYh0tG",0,0,2022-06-20 18:51:02
246,"RT @MatiasLammens: Relanzamos la candidatura conjunta con #Paraguay, #Uruguay y #Chile para ser sede del #Mundial2030.

Al cumplirse 100 añ…",0,32,2022-06-20 18:50:05
247,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 18:49:25
248,RT @RolandoValdezG2: La foto de la derecha es de un beso corto e inocente en la película #Lightyear y la foto de la izquierda de un program…,0,78,2022-06-20 18:49:08
249,"RT @NakurutuP: Un claro mensaje nos dejó ayer @patiginzo 

Agradecemos por prenderte siempre a nuestro programa ✨

#nakurutupregunta #union…",0,4,2022-06-20 18:48:22
250,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:47:00
251,RT @_ALIDE_: #Paraguay | @afd_py informó que se han desembolsado créditos por USD 1.060 millones con los productos crediticios lanzados tra…,0,1,2022-06-20 18:46:37
252,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:46:17
253,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 18:45:55
254,"RT @23_canal: 🛑 “El regreso a casa se torna lento” 
#AHORA | Volver a la #Argentina desde #Paraguay demora varias horas nuevamente. 

#adua…",0,5,2022-06-20 18:43:34
255,"RT @teleSURtv: El sector de camioneros de #Paraguay🇵🇾, reactivaron este lunes sus movilizaciones para intentar conseguir una solución frent…",0,11,2022-06-20 18:42:45
256,"RT @NakurutuP: Un claro mensaje nos dejó ayer @patiginzo 

Agradecemos por prenderte siempre a nuestro programa ✨

#nakurutupregunta #union…",0,4,2022-06-20 18:42:29
257,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:42:17
258,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:42:04
259,Hola! tambien estoy en Telegram. https://t.co/RH44hdAdND #Cotizaciones #Paraguay #bot https://t.co/MW5WizOOoc,0,0,2022-06-20 18:42:02
260,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:41:59
261,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:41:50
262,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:37:55
263,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:37:50
264,"RT @ander_deporte33: Ojo que por allí viene el Chila @JoseLChilavert_ apuesta de frente al trabajo y la producción en #Paraguay 

El candid…",0,20,2022-06-20 18:37:00
265,"#inflation #Paraguay 
Los ajustes últimos en los #Precios del #Combustible con una variación del +40% acumulada al mes de junio aumenta enormemente la presión sobre la #inflacion https://t.co/oNoOZwQcX2",0,0,2022-06-20 18:36:07
266,"RT @EnioDaza: Atencion #Uruguay, #Paraguay, ##Ecuador. Movmientos politicos de #Derecha deben comenzar desde ya a meterle el ojo a sus sist…",0,2,2022-06-20 18:35:51
267,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,159,2022-06-20 18:35:50
268,RT @ElPitazoTV: La inteligencia de #Paraguay alertó a sus pares de la región sobre una aeronave #venezolana con tripulantes #iraníes que fu…,0,2,2022-06-20 18:35:31
269,"RT @NakurutuP: Un claro mensaje nos dejó ayer @patiginzo 

Agradecemos por prenderte siempre a nuestro programa ✨

#nakurutupregunta #union…",0,4,2022-06-20 18:35:22
270,"La inteligencia de #Paraguay alertó a sus pares de la región sobre una aeronave #venezolana con tripulantes #iraníes que fue inmovilizada en Argentina, asegura ministro paraguayo del Interior. Sepa más: https://t.co/AurlkXORtb",1,2,2022-06-20 18:35:01
271,"Los Chicos del STJ preparadísimos para el frío con sus canguros frizados.❄

• Pedidos desde 10 unidades. 

📲 WhatsaApp 0981 292 793 

📍San José 657 c/ Artigas 
📍Shopping Villa Morra local 60

Envíos a todo el país 🇵🇾 

#remeras #uniformes #serigrafia #paraguay  #promo #2022 https://t.co/tOtiNdGmaR",0,0,2022-06-20 18:34:31
272,"RT @silvana_abdo: ¡Feliz día a todos los papás del 🇵🇾! Quienes dejan un legado de amor y protección a sus hijos, que dura toda la vida.

#D…",0,17,2022-06-20 18:34:25
273,RT @UNOPS_es: #Paraguay: Un proyecto de huertas familiares está ayudando a mejorar la seguridad alimentaria y a empoderar económicamente a…,0,179,2022-06-20 18:33:43
274,"RT @NakurutuP: Un claro mensaje nos dejó ayer @patiginzo 

Agradecemos por prenderte siempre a nuestro programa ✨

#nakurutupregunta #union…",0,4,2022-06-20 18:33:03
